iso_week_start_date,product_id,product_name,category,location_id,ending_inventory_units,ending_inventory_cost,days_on_hand,weeks_of_supply,is_low_stock,is_overstock,stockout_risk_flag,carrying_cost_usd,sales_units,cogs,hold_flag,hold_reason
2022-08-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,413,6546.05,2.3,0.3,true,false,true,31.47,1255,19891.75,false,null
2022-08-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,2596,41146.6,false,null
2022-08-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,22,348.7,0.1,0,true,false,true,1.68,2245,35583.25,false,null
2022-08-22,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,722,11443.7,1.7,0.2,true,false,true,55.02,3062,48532.7,false,null
2022-08-29,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,186,2948.1,1.6,0.2,true,false,true,14.17,829,13139.65,false,null
2022-09-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,323,5119.55,2.1,0.3,true,false,true,24.61,1102,17466.7,false,null
2022-09-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,179,2837.15,0.6,0.1,true,false,true,13.64,2103,33332.55,false,null
2022-09-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,433,6863.05,3.6,0.5,true,false,true,33,851,13488.35,false,null
2022-09-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,379,6007.15,1.7,0.2,true,false,true,28.88,1526,24187.1,false,null
2022-10-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,398,6308.3,2.2,0.3,true,false,true,30.33,1271,20145.35,false,null
2022-10-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,201,3185.85,0.7,0.1,true,false,true,15.32,1890,29956.5,false,null
2022-10-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,297,4707.45,3.8,0.5,true,false,true,22.63,542,8590.7,false,null
2022-10-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,329,5214.65,1.3,0.2,true,false,true,25.07,1714,27166.9,false,null
2022-10-31,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,194,3074.9,2.7,0.4,true,false,true,14.78,505,8004.25,false,null
2022-11-07,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,533,8448.05,2.5,0.4,true,false,true,40.62,1503,23822.55,false,null
2022-11-14,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,241,3819.85,2.4,0.3,true,false,true,18.36,691,10952.35,false,null
2022-11-21,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,293,4644.05,2.1,0.3,true,false,true,22.33,957,15168.45,false,null
2022-11-28,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,370,5864.5,9.4,1.3,true,false,true,28.19,275,4358.75,false,null
2022-12-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,123,1949.55,0.6,0.1,true,false,true,9.37,1525,24171.25,false,null
2022-12-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,437,6926.45,2.7,0.4,true,false,true,33.3,1124,17815.4,false,null
2022-12-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,484,7671.4,2.8,0.4,true,false,true,36.88,1223,19384.55,false,null
2022-12-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,324,5135.4,3.5,0.5,true,false,true,24.69,646,10239.1,false,null
2023-01-02,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,538,8527.3,2.3,0.3,true,false,true,41,1604,25423.4,false,null
2023-01-09,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,468,7417.8,2.1,0.3,true,false,true,35.66,1532,24282.2,false,null
2023-01-16,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,261,4136.85,1.6,0.2,true,false,true,19.89,1173,18592.05,false,null
2023-01-23,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,529,8384.65,3.5,0.5,true,false,true,40.31,1060,16801,false,null
2023-01-30,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,388,6149.8,3.1,0.4,true,false,true,29.57,872,13821.2,false,null
2023-02-06,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,504,7988.4,5.5,0.8,true,false,true,38.41,645,10223.25,false,null
2023-02-13,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,73,1157.05,3.2,0.5,true,false,true,5.56,160,2536,false,null
2023-02-20,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,411,6514.35,2.1,0.3,true,false,true,31.32,1360,21556,false,null
2023-02-27,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,133,2108.05,0.6,0.1,true,false,true,10.13,1486,23553.1,false,null
2023-03-06,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,528,8368.8,999,99,false,true,false,40.23,0,0,false,null
2023-03-13,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,67,1061.95,0.3,0,true,false,false,5.11,1872,29671.2,false,null
2023-03-20,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,450,7132.5,3.8,0.5,true,false,false,34.29,824,13060.4,false,null
2023-03-27,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,507,8035.95,2.4,0.3,true,false,false,38.63,1478,23426.3,false,null
2023-04-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,275,4358.75,1.2,0.2,true,false,true,20.96,1547,24519.95,false,null
2023-04-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,136,2155.6,1.6,0.2,true,false,true,10.36,607,9620.95,false,null
2023-04-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,286,4533.1,2.8,0.4,true,false,true,21.79,723,11459.55,false,null
2023-04-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,601,9525.85,3.3,0.5,true,false,true,45.8,1282,20319.7,false,null
2023-05-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,176,2789.6,1,0.1,true,false,true,13.41,1203,19067.55,false,null
2023-05-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,197,3122.45,4.9,0.7,true,false,true,15.01,280,4438,false,null
2023-05-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,473,7497.05,1.6,0.2,true,false,true,36.04,2037,32286.45,false,null
2023-05-22,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,550,8717.5,1.5,0.2,true,false,true,41.91,2652,42034.2,false,null
2023-05-29,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,389,6165.65,1.1,0.2,true,false,true,29.64,2526,40037.1,false,null
2023-06-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,326,5167.1,1.1,0.2,true,false,true,24.84,1989,31525.65,false,null
2023-06-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,782,12394.7,2,0.3,true,false,true,59.59,2680,42478,false,null
2023-06-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,576,9129.6,2.2,0.3,true,false,true,43.89,1810,28688.5,false,null
2023-06-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1953,30955.05,false,null
2023-07-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,513,8131.05,3.5,0.5,true,false,true,39.09,1040,16484,false,null
2023-07-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1767,28006.95,false,null
2023-07-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,484,7671.4,1.3,0.2,true,false,true,36.88,2641,41859.85,false,null
2023-07-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,598,9478.3,2.6,0.4,true,false,true,45.57,1587,25153.95,false,null
2023-07-31,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,107,1695.95,0.4,0.1,true,false,true,8.15,1727,27372.95,false,null
2023-08-07,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,2060,32651,false,null
2023-08-14,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,143,2266.55,0.6,0.1,true,false,true,10.9,1716,27198.6,false,null
2023-08-21,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,329,5214.65,2.1,0.3,true,false,true,25.07,1079,17102.15,false,null
2023-08-28,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1426,22602.1,false,null
2023-09-04,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,482,7639.7,3.2,0.5,true,false,true,36.73,1068,16927.8,false,null
2023-09-11,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,113,1791.05,0.4,0.1,true,false,true,8.61,2128,33728.8,false,null
2023-09-18,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,231,3661.35,1.8,0.3,true,false,true,17.6,890,14106.5,false,null
2023-09-25,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1117,17704.45,false,null
2023-10-02,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,317,5024.45,1.8,0.3,true,false,true,24.16,1255,19891.75,false,null
2023-10-09,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,473,7497.05,2.5,0.4,true,false,true,36.04,1351,21413.35,false,null
2023-10-16,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,586,9288.1,2.7,0.4,true,false,true,44.65,1501,23790.85,false,null
2023-10-23,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,423,6704.55,2.2,0.3,true,false,true,32.23,1355,21476.75,false,null
2023-10-30,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,679,10762.15,3.2,0.5,true,false,true,51.74,1480,23458,false,null
2023-11-06,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,84,1331.4,0.9,0.1,true,false,true,6.4,660,10461,false,null
2023-11-13,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,251,3978.35,1.9,0.3,true,false,true,19.13,928,14708.8,false,null
2023-11-20,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,148,2345.8,1.6,0.2,true,false,true,11.28,656,10397.6,false,null
2023-11-27,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,165,2615.25,4.8,0.7,true,false,true,12.57,242,3835.7,false,null
2023-12-04,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,1,15.85,0,0,true,false,true,0.08,1488,23584.8,false,null
2023-12-11,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,373,5912.05,5.5,0.8,true,false,true,28.42,474,7512.9,false,null
2023-12-18,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,371,5880.35,1.9,0.3,true,false,true,28.27,1397,22142.45,false,null
2023-12-25,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,579,9177.15,10.5,1.5,true,false,false,44.12,387,6133.95,false,null
2024-01-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,525,8321.25,22.4,3.2,false,false,false,40.01,164,2599.4,false,null
2024-01-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,488,7734.8,16.6,2.4,false,false,false,37.19,206,3265.1,false,null
2024-01-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,335,5309.75,11.9,1.7,true,false,false,25.53,197,3122.45,false,null
2024-01-22,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,563,8923.55,4.5,0.6,true,false,false,42.9,875,13868.75,false,null
2024-01-29,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,301,4770.85,1.6,0.2,true,false,false,22.94,1297,20557.45,false,null
2024-02-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,136,2155.6,1,0.1,true,false,false,10.36,964,15279.4,false,null
2024-02-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,592,9383.2,2.7,0.4,true,false,true,45.11,1538,24377.3,false,null
2024-02-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,507,8035.95,1.8,0.3,true,false,true,38.63,1937,30701.45,false,null
2024-02-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1105,17514.25,false,null
2024-03-04,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,186,2948.1,0.5,0.1,true,false,true,14.17,2669,42303.65,false,null
2024-03-11,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,103,1632.55,0.4,0.1,true,false,true,7.85,2046,32429.1,false,null
2024-03-18,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,92,1458.2,1.1,0.2,true,false,true,7.01,579,9177.15,false,null
2024-03-25,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,651,10318.35,3.3,0.5,true,false,true,49.61,1361,21571.85,false,null
2024-04-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,376,5959.6,1.5,0.2,true,false,true,28.65,1786,28308.1,false,null
2024-04-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,134,2123.9,0.7,0.1,true,false,true,10.21,1341,21254.85,false,null
2024-04-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,379,6007.15,1.3,0.2,true,false,true,28.88,2005,31779.25,false,null
2024-04-22,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1532,24282.2,false,null
2024-04-29,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,278,4406.3,1.4,0.2,true,false,true,21.18,1403,22237.55,false,null
2024-05-06,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,111,1759.35,1.1,0.2,true,false,true,8.46,708,11221.8,false,null
2024-05-13,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,496,7861.6,1.7,0.2,true,false,true,37.8,2066,32746.1,false,null
2024-05-20,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,235,3724.75,1.4,0.2,true,false,true,17.91,1169,18528.65,false,null
2024-05-27,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,306,4850.1,0.8,0.1,true,false,true,23.32,2632,41717.2,false,null
2024-06-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,494,7829.9,2.5,0.4,true,false,true,37.64,1400,22190,true,QC hold
2024-06-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,968,15342.8,false,null
2024-06-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,719,11396.15,3.1,0.4,true,false,true,54.79,1631,25851.35,false,null
2024-06-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,279,4422.15,2.8,0.4,true,false,true,21.26,689,10920.65,false,null
2024-07-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,360,5706,1.3,0.2,true,false,true,27.43,1898,30083.3,false,null
2024-07-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,480,7608,2.4,0.3,true,false,true,36.58,1380,21873,false,null
2024-07-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,123,1949.55,0.5,0.1,true,false,true,9.37,1738,27547.3,false,null
2024-07-22,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,394,6244.9,1.4,0.2,true,false,true,30.02,1955,30986.75,false,null
2024-07-29,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,599,9494.15,1.7,0.2,true,false,true,45.64,2427,38467.95,false,null
2024-08-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,445,7053.25,3.6,0.5,true,false,true,33.91,857,13583.45,false,null
2024-08-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,352,5579.2,1,0.1,true,false,true,26.82,2456,38927.6,false,null
2024-08-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,398,6308.3,3.2,0.5,true,false,true,30.33,867,13741.95,false,null
2024-08-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,614,9731.9,4.6,0.7,true,false,true,46.79,938,14867.3,false,null
2024-09-02,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1177,18655.45,false,null
2024-09-09,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,416,6593.6,2.3,0.3,true,false,true,31.7,1260,19971,false,null
2024-09-16,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,367,5816.95,2.6,0.4,true,false,true,27.97,983,15580.55,false,null
2024-09-23,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,311,4929.35,4.3,0.6,true,false,true,23.7,508,8051.8,false,null
2024-09-30,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,444,7037.4,2.4,0.3,true,false,true,33.83,1286,20383.1,false,null
2024-10-07,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,419,6641.15,2.4,0.3,true,false,true,31.93,1243,19701.55,false,null
2024-10-14,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,124,1965.4,0.9,0.1,true,false,true,9.45,1004,15913.4,false,null
2024-10-21,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,126,1997.1,0.8,0.1,true,false,true,9.6,1139,18053.15,false,null
2024-10-28,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,133,2108.05,0.7,0.1,true,false,true,10.13,1264,20034.4,false,null
2024-11-04,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,247,3914.95,2.5,0.4,true,false,true,18.82,679,10762.15,false,null
2024-11-11,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,1,15.85,0,0,true,false,true,0.08,1590,25201.5,false,null
2024-11-18,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,237,3756.45,1.4,0.2,true,false,true,18.06,1184,18766.4,false,null
2024-11-25,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,205,3249.25,0.9,0.1,true,false,true,15.62,1616,25613.6,false,null
2024-12-02,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,506,8020.1,3.8,0.5,true,false,true,38.56,935,14819.75,false,null
2024-12-09,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,438,6942.3,2,0.3,true,false,true,33.38,1498,23743.3,false,null
2024-12-16,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,310,4913.5,2.8,0.4,true,false,true,23.62,786,12458.1,false,null
2024-12-23,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,257,4073.45,5.1,0.7,true,false,true,19.58,356,5642.6,false,null
2024-12-30,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,213,3376.05,1,0.1,true,false,true,16.23,1550,24567.5,false,null
2025-01-06,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,364,5769.4,2.2,0.3,true,false,true,27.74,1174,18607.9,false,null
2025-01-13,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,197,3122.45,2.3,0.3,true,false,true,15.01,597,9462.45,false,null
2025-01-20,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,332,5262.2,2.5,0.4,true,false,true,25.3,935,14819.75,false,null
2025-01-27,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,317,5024.45,11.2,1.6,true,false,false,24.16,198,3138.3,false,null
2025-02-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,399,6324.15,4.6,0.7,true,false,true,30.4,604,9573.4,false,null
2025-02-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,342,5420.7,2,0.3,true,false,true,26.06,1169,18528.65,false,null
2025-02-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,575,9113.75,3.7,0.5,true,false,true,43.82,1079,17102.15,false,null
2025-02-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,568,9002.8,2.9,0.4,true,false,true,43.28,1394,22094.9,false,null
2025-03-03,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,450,7132.5,5,0.7,true,false,true,34.29,626,9922.1,false,null
2025-03-10,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,346,5484.1,3.9,0.6,true,false,true,26.37,618,9795.3,false,null
2025-03-17,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,117,1854.45,0.9,0.1,true,false,true,8.92,925,14661.25,false,null
2025-03-24,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,261,4136.85,1.2,0.2,true,false,true,19.89,1571,24900.35,false,null
2025-03-31,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,398,6308.3,2.5,0.4,true,false,true,30.33,1124,17815.4,false,null
2025-04-07,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,139,2203.15,0.8,0.1,true,false,true,10.59,1177,18655.45,false,null
2025-04-14,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,116,1838.6,3,0.4,true,false,true,8.84,268,4247.8,false,null
2025-04-21,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,219,3471.15,1.6,0.2,true,false,true,16.69,951,15073.35,false,null
2025-04-28,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,630,9985.5,2.5,0.4,true,false,true,48.01,1762,27927.7,false,null
2025-05-05,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,118,1870.3,0.7,0.1,true,false,true,8.99,1165,18465.25,false,null
2025-05-12,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,260,4121,1.3,0.2,true,false,true,19.81,1393,22079.05,false,null
2025-05-19,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,345,5468.25,2,0.3,true,false,true,26.29,1181,18718.85,false,null
2025-05-26,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,256,4057.6,1.9,0.3,true,false,true,19.51,943,14946.55,false,null
2025-06-02,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,269,4263.65,2,0.3,true,false,true,20.5,961,15231.85,false,null
2025-06-09,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,263,4168.55,3.8,0.5,true,false,true,20.04,479,7592.15,false,null
2025-06-16,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,150,2377.5,0.7,0.1,true,false,true,11.43,1483,23505.55,false,null
2025-06-23,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,395,6260.75,1.3,0.2,true,false,true,30.1,2049,32476.65,false,null
2025-06-30,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,440,6974,2.7,0.4,true,false,true,33.53,1122,17783.7,false,null
2025-07-07,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,71,1125.35,0.3,0,true,false,true,5.41,1462,23172.7,false,null
2025-07-14,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,462,7322.7,2.7,0.4,true,false,true,35.21,1182,18734.7,false,null
2025-07-21,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,151,2393.35,0.6,0.1,true,false,true,11.51,1730,27420.5,false,null
2025-07-28,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,514,8146.9,2,0.3,true,false,true,39.17,1825,28926.25,false,null
2025-08-04,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,329,5214.65,2.1,0.3,true,false,true,25.07,1096,17371.6,false,null
2025-08-11,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,86,1363.1,0.3,0,true,false,true,6.55,1945,30828.25,false,null
2025-08-18,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,291,4612.35,10.6,1.5,true,false,false,22.17,192,3043.2,false,null
2025-08-25,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,0,0,0,0,true,false,true,0,1142,18100.7,false,null
2025-09-01,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,265,4200.25,1.6,0.2,true,false,true,20.19,1149,18211.65,false,null
2025-09-08,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,290,4596.5,2.4,0.3,true,false,true,22.1,831,13171.35,false,null
2025-09-15,APX-00009,Apex Pro Hex Bolts M12 #9,fasteners,WH-CENTRAL-01,150,2377.5,5.7,0.8,true,false,true,11.43,184,2916.4,false,null
