customer_id,company_name,parent_company_name,store_count,location_type,customer_type,segment,industry,region,state,city,credit_tier,annual_revenue,sales_rep_id,is_active,created_date,is_chain,is_retail,is_end_consumer,first_order_date,last_order_date,lifetime_revenue_usd,lifetime_units,lifetime_orders,lifetime_cogs_usd,fill_rate_pct,avg_order_value_usd,avg_order_frequency_days,lifetime_gross_margin_usd,on_time_delivery_pct,active_contract_count,lifetime_trade_spend_usd,lifetime_net_margin_usd,contract_attainment_pct
CUST-0113,Ace Hardware - Fairview,Ace Hardware,8,branch,retail,retail,retail,Midwest,IN,Milton,C,7692309.29,REP-020,true,2022-02-02,true,true,false,2021-12-17,2026-03-15,61651601.45999998,3330854,13418,38032488.37999996,100,4594.69,0.1,23619113.08000002,100,null,null,23619113.08000002,null
CUST-0127,Menards - Salem,Menards,5,branch,retail,retail,retail,South,VA,Madison,A,15696056.36,REP-014,true,2023-03-23,true,true,false,2021-12-17,2026-03-15,68501936.08000007,3314343,12444,42594862.31000002,100,5504.82,0.1,25907073.770000055,100,1,3209.25,25903864.520000055,null
CUST-0142,The Boeing Company - Georgetown Plant,The Boeing Company,5,plant,end_consumer,OEM,aerospace,South,NC,Franklin,C,2547046.26,REP-011,true,2021-09-17,true,false,true,2021-12-10,2026-03-08,96954391.44000027,4605757,18360,61170146.709999956,100,5280.74,0.1,35784244.73000031,100,0,null,35784244.73000031,104.17
CUST-0155,John Deere - HQ,John Deere,4,headquarters,end_consumer,factory,heavy_equipment,Midwest,OH,Hudson,A,22414559.86,REP-016,true,2020-10-31,true,false,true,2021-12-10,2026-03-08,59056182.20999996,2948266,12197,36314181.02999994,100,4841.86,0.1,22742001.180000022,100,1,7481.79,22734519.390000023,null
CUST-0156,John Deere - Auburn Plant,John Deere,4,plant,end_consumer,aerospace,heavy_equipment,Midwest,MI,Greenville,B,17291386.82,REP-016,true,2024-07-03,true,false,true,2021-12-10,2026-03-08,59943044.93999998,3082266,12177,37101457.10000001,100,4922.64,0.1,22841587.839999974,100,null,null,22841587.839999974,null
CUST-0196,Abbott Machine Shop,null,null,independent,reseller,OEM,general_manufacturing,West,CA,Greenville,A,15550113.22,REP-024,true,2024-09-13,false,false,false,2021-12-23,2026-03-21,57675982.57,2906659,11767,35953279.65999998,100,4901.5,0.1,21722702.91000002,100,0,24705.29,21697997.62000002,106.38
CUST-0226,Hayes Welding,null,null,independent,reseller,factory,food_processing,Northeast,PA,Madison,A,20220198.11,REP-007,true,2023-11-22,false,false,false,2021-12-23,2026-03-21,58269302.96000008,3058779,12269,36144344.90000005,100,4749.31,0.1,22124958.060000032,100,0,14081.51,22110876.55000003,98.04
CUST-0237,Travis Supply,null,null,independent,end_consumer,OEM,general_manufacturing,South,NC,Georgetown,A,1791581.57,REP-024,true,2024-08-20,false,false,true,2021-12-10,2026-03-08,61340142.11000009,3176772,12372,37960375.18999997,100,4957.98,0.1,23379766.92000012,100,1,6239.13,23373527.790000122,null
CUST-0266,Zimmerman Fabrication,null,null,independent,reseller,OEM,automotive,South,AL,Georgetown,B,92085161.17,REP-008,false,2024-04-17,false,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0272,Franklin Machine Shop,null,null,independent,reseller,contractor,food_processing,Northeast,NH,Madison,D,572293.38,REP-015,true,2024-04-21,false,false,false,2021-12-23,2026-03-21,62577051.39000007,3015180,12627,38426473.19000005,100,4955.81,0.1,24150578.200000018,100,null,null,24150578.200000018,null
CUST-0288,Valentine Tool & Die,null,null,independent,end_consumer,factory,food_processing,South,TX,Bristol,B,12965228.78,REP-012,true,2018-08-18,false,false,true,2021-12-10,2026-03-08,72027669.28999989,3105894,12291,44374459.630000025,100,5860.2,0.1,27653209.659999862,100,null,null,27653209.659999862,null
CUST-0310,Sinclair Supply,null,null,independent,reseller,OEM,automotive,South,SC,Auburn,A,14688325.48,REP-011,true,2021-04-09,false,false,false,2021-12-23,2026-03-21,58806560.69000004,3225965,12279,35971863.870000005,100,4789.2,0.1,22834696.820000038,100,0,12741.97,22821954.85000004,106.38
CUST-0330,Mason Welding,null,null,independent,end_consumer,contractor,food_processing,Northeast,NJ,Oakland,A,4251101.83,REP-004,true,2019-03-20,false,false,true,2021-12-10,2026-03-08,59559576.19000004,3016507,12357,36727966.579999976,100,4819.91,0.1,22831609.610000066,100,1,19660.72,22811948.890000068,null
CUST-0331,Nelson Welding,null,null,independent,reseller,OEM,automotive,Northeast,NY,Riverside,C,407525.2,REP-015,true,2020-02-05,false,false,false,2021-12-23,2026-03-21,69226008.84000002,3407212,12775,42601854.98000001,100,5418.87,0.1,26624153.860000007,100,null,null,26624153.860000007,null
CUST-0351,Ingram Fabrication,null,null,independent,reseller,contractor,construction,Northeast,CT,Clinton,D,3905477.45,REP-017,true,2024-10-17,false,false,false,2021-12-23,2026-03-21,61112781.629999846,3258768,13180,37421142.51000003,100,4636.78,0.1,23691639.11999982,100,0,24295.14,23667343.979999818,90.91
CUST-0354,Logan Fabrication,null,null,independent,end_consumer,OEM,automotive,Northeast,MA,Salem,C,6448155.68,REP-018,true,2020-06-06,false,false,true,2021-12-10,2026-03-08,74520205.62999997,3524870,13507,45664325.82999993,100,5517.15,0.1,28855879.800000034,100,null,null,28855879.800000034,null
CUST-0034,MSC Industrial - Clinton,MSC Industrial,8,branch,reseller,contractor,automotive,South,NC,Springfield,B,2471003.68,REP-025,true,2020-12-16,true,false,false,2021-12-23,2026-03-21,100405435.57000001,5092021,19888,61870984.620000005,100,5048.54,0.1,38534450.95,100,1,16652.7,38517798.25,90.09
CUST-0035,MSC Industrial - Hudson,MSC Industrial,8,branch,reseller,factory,automotive,West,CA,Greenville,C,3330990.75,REP-003,true,2020-04-15,true,false,false,2021-12-23,2026-03-21,88054419.75000001,4398756,17838,54901283.98999997,100,4936.34,0.1,33153135.760000043,100,null,null,33153135.760000043,null
CUST-0036,HD Supply - HQ,HD Supply,10,headquarters,reseller,factory,energy,South,LA,Arlington,B,4016176.38,REP-003,true,2020-07-24,true,false,false,2021-12-23,2026-03-21,54998723.969999894,2958623,12630,33729153.010000005,100,4354.61,0.1,21269570.95999989,100,0,null,21269570.95999989,null
CUST-0039,HD Supply - Milton,HD Supply,10,branch,reseller,OEM,energy,Northeast,NJ,Salem,A,1129918.75,REP-014,true,2018-02-22,true,false,false,2021-12-23,2026-03-21,63912503.15999997,3198124,12597,39463776.56,100,5073.63,0.1,24448726.599999964,100,0,5084.18,24443642.419999965,114.94
CUST-0040,HD Supply - Riverside,HD Supply,10,branch,reseller,contractor,construction,Northeast,CT,Milton,B,11219276.71,REP-021,true,2020-03-05,true,false,false,2021-12-23,2026-03-21,62696898.25999994,3139214,12574,38698225.75999994,100,4986.23,0.1,23998672.5,100,null,null,23998672.5,null
CUST-0051,Applied Industrial - HQ,Applied Industrial,7,headquarters,reseller,contractor,automotive,South,TX,Franklin,B,3340161.65,REP-004,true,2021-11-13,true,false,false,2021-12-23,2026-03-21,64652435.53000013,3047047,11677,39757006.62000006,100,5536.73,0.1,24895428.91000007,100,null,null,24895428.91000007,null
CUST-0053,Applied Industrial - Hudson,Applied Industrial,7,branch,reseller,OEM,construction,Northeast,NH,Franklin,B,31638205.36,REP-024,true,2023-04-20,true,false,false,2021-12-23,2026-03-21,69349723.30000006,3327999,12951,43132625.96999996,100,5354.78,0.1,26217097.330000095,100,null,null,26217097.330000095,null
CUST-0082,The Home Depot - Burlington,The Home Depot,18,branch,retail,retail,retail,Northeast,NY,Salem,C,12884026.57,REP-007,true,2020-10-14,true,true,false,2021-12-17,2026-03-15,136234297.5199997,6713636,20671,84292879.16999997,100,6590.6,0.1,51941418.34999974,100,1,16001.05,51925417.29999974,null
CUST-0083,The Home Depot - Greenville,The Home Depot,18,branch,retail,retail,retail,West,NV,Newport,A,25655652.13,REP-002,true,2024-05-17,true,true,false,2021-12-17,2026-03-15,121324352.25000003,6348933,19608,75431479.53000015,100,6187.49,0.1,45892872.71999988,100,null,null,45892872.71999988,null
CUST-0097,The Home Depot - Springfield,The Home Depot,18,branch,retail,retail,retail,West,OR,Greenville,B,1865651.58,REP-023,true,2021-08-03,true,true,false,2021-12-17,2026-03-15,120045384.95999986,6140191,18180,73952915.93999986,100,6603.16,0.1,46092469.019999996,100,0,15792.99,46076676.029999994,null
CUST-0136,Northern Tool - Lexington,Northern Tool,3,branch,retail,retail,retail,South,SC,Franklin,A,13495459.75,REP-005,true,2020-04-10,true,true,false,2021-12-17,2026-03-15,67374854.30000003,3457140,12568,40922732.24000008,100,5360.83,0.1,26452122.05999995,100,0,5582.43,26446539.62999995,null
CUST-0145,Caterpillar Inc. - HQ,Caterpillar Inc.,4,headquarters,end_consumer,factory,heavy_equipment,West,NV,Clinton,A,1768482.16,REP-016,true,2019-03-25,true,false,true,2021-12-10,2026-03-08,86687187.7100001,4875955,18993,54104806.73999997,100,4564.17,0.1,32582380.970000125,100,null,null,32582380.970000125,null
CUST-0165,Parker Hannifin - Manchester Plant,Parker Hannifin,2,plant,end_consumer,automotive,general_manufacturing,Midwest,IN,Greenville,A,4025354.52,REP-018,true,2023-12-28,true,false,true,2021-12-10,2026-03-08,65455081.37999991,3248179,12538,40598499.629999936,100,5220.54,0.1,24856581.749999978,100,0,6071.03,24850510.719999976,null
CUST-0195,Zimmerman Supply,null,null,independent,end_consumer,contractor,food_processing,West,WA,Hudson,C,7472585.99,REP-015,true,2024-08-23,false,false,true,2021-12-10,2026-03-08,57526346.54999991,3027115,12161,35457332.97999999,100,4730.4,0.1,22069013.56999992,100,0,12985.92,22056027.649999917,null
CUST-0209,Nash Tool & Die,null,null,independent,end_consumer,OEM,general_manufacturing,South,AL,Bristol,A,15352697.26,REP-024,true,2020-08-28,false,false,true,2021-12-10,2026-03-08,68072283.52999996,3404040,12917,41762263.280000106,100,5269.98,0.1,26310020.24999985,100,null,null,26310020.24999985,null
CUST-0242,Zeller Tool & Die,null,null,independent,end_consumer,contractor,general_manufacturing,Northeast,NH,Chester,C,6545754.36,REP-012,true,2018-04-26,false,false,true,2021-12-10,2026-03-08,61126108.27000007,3074474,11994,37758193.72000002,100,5096.39,0.1,23367914.55000005,100,0,9274.33,23358640.22000005,null
CUST-0246,Dixon Supply,null,null,independent,reseller,OEM,construction,South,AL,Franklin,C,7771854.72,REP-008,false,2021-04-15,false,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0271,Everett Welding,null,null,independent,reseller,factory,automotive,South,LA,Clinton,A,24588414.31,REP-001,true,2022-09-01,false,false,false,2021-12-23,2026-03-21,68133046.05000013,3140477,11622,41903001.11000006,100,5862.42,0.1,26230044.940000072,100,0,16260.73,26213784.21000007,null
CUST-0274,Hampton Welding,null,null,independent,end_consumer,factory,construction,South,AL,Georgetown,A,2744831.39,REP-018,true,2022-10-04,false,false,true,2021-12-10,2026-03-08,59506670.330000065,3186164,13449,36545692.4200001,100,4424.62,0.1,22960977.909999967,100,0,20897.74,22940080.16999997,null
CUST-0294,Blackwell Machine Shop,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,OH,Springfield,A,28072498.11,REP-023,true,2021-10-15,false,false,true,2021-12-10,2026-03-08,68827875.30000007,3139143,12632,42225394.35999995,100,5448.69,0.1,26602480.940000124,100,1,null,26602480.940000124,null
CUST-0304,Larson Fabrication,null,null,independent,reseller,factory,automotive,Northeast,NJ,Hudson,B,16742040.83,REP-009,true,2024-08-09,false,false,false,2021-12-23,2026-03-21,61952936.04000004,3212603,12768,38845391.41999993,100,4852.2,0.1,23107544.62000011,100,null,null,23107544.62000011,null
CUST-0335,Reynolds Industrial,null,null,independent,end_consumer,contractor,food_processing,Northeast,NJ,Hudson,A,5219718.57,REP-020,true,2018-09-23,false,false,true,2021-12-10,2026-03-08,62494060.340000086,3277350,12508,37845895.95000002,100,4996.33,0.1,24648164.390000068,100,1,3601.05,24644563.340000067,null
CUST-0353,King Industrial,null,null,independent,reseller,factory,automotive,South,TX,Burlington,D,10698456.34,REP-017,true,2022-05-20,false,false,false,2021-12-23,2026-03-21,64985684.59000005,3075394,12096,40671252.75999996,100,5372.49,0.1,24314431.830000088,100,0,null,24314431.830000088,null
CUST-0359,Reed Manufacturing,null,null,independent,reseller,contractor,automotive,Midwest,IA,Milton,C,9521730.9,REP-021,false,2020-05-27,false,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0017,Fastenal - Auburn,Fastenal,15,branch,reseller,OEM,construction,Midwest,IA,Milton,A,1015521.89,REP-001,true,2023-03-12,true,false,false,2021-12-23,2026-03-21,114556891.32000013,5467817,20178,71877268.98000014,100,5677.32,0.1,42679622.33999999,100,0,22114.93,42657507.40999999,128.21
CUST-0019,Fastenal - Madison,Fastenal,15,branch,reseller,contractor,general_manufacturing,Midwest,MN,Clinton,A,1493832.34,REP-020,true,2019-03-03,true,false,false,2021-12-23,2026-03-21,102893108.51999974,4751053,18776,63266170.70999992,100,5480.03,0.1,39626937.80999982,100,0,18996.63,39607941.17999982,113.64
CUST-0026,Fastenal - Manchester,Fastenal,15,branch,reseller,contractor,construction,Northeast,PA,Oakland,D,11511785.29,REP-003,true,2023-02-15,true,false,false,2021-12-23,2026-03-21,102794373.86000001,4842984,18801,62823851.889999956,100,5467.5,0.1,39970521.97000006,100,1,null,39970521.97000006,null
CUST-0028,MSC Industrial - HQ,MSC Industrial,8,headquarters,reseller,OEM,automotive,Midwest,MI,Springfield,A,105729224.54,REP-024,true,2024-02-08,true,false,false,2021-12-23,2026-03-21,105810811.42000008,5166430,19857,65837713.89000002,100,5328.64,0.1,39973097.53000005,100,null,null,39973097.53000005,null
CUST-0033,MSC Industrial - Chester,MSC Industrial,8,branch,reseller,factory,general_manufacturing,South,GA,Chester,A,12784514.44,REP-024,true,2023-10-03,true,false,false,2021-12-23,2026-03-21,84493861.28999977,4528641,17828,52188966.999999896,100,4739.39,0.1,32304894.289999872,100,0,5399.02,32299495.269999873,null
CUST-0038,HD Supply - Arlington,HD Supply,10,branch,reseller,OEM,construction,Northeast,CT,Milton,A,118811227.33,REP-008,true,2020-02-15,true,false,false,2021-12-23,2026-03-21,71568646.79999995,3342620,12791,43954849.56999994,100,5595.23,0.1,27613797.23000001,100,0,22335.35,27591461.88000001,null
CUST-0043,HD Supply - Greenville,HD Supply,10,branch,reseller,factory,energy,Northeast,NH,Riverside,C,1680083.37,REP-009,true,2023-06-29,true,false,false,2021-12-23,2026-03-21,67225282.57000011,3323012,12916,41699242.069999985,100,5204.81,0.1,25526040.500000127,100,0,3278.06,25522762.440000128,89.29
CUST-0046,Kaman Distribution - HQ,Kaman Distribution,5,headquarters,reseller,factory,general_manufacturing,South,NC,Auburn,A,1831511.67,REP-009,true,2023-06-05,true,false,false,2021-12-23,2026-03-21,67776959.70000002,3458534,12449,42145634.18,100,5444.37,0.1,25631325.52000002,100,null,null,25631325.52000002,null
CUST-0077,W.W. Grainger - Oakland,W.W. Grainger,6,branch,reseller,contractor,energy,West,OR,Fairview,B,854748.43,REP-019,true,2020-08-27,true,false,false,2021-12-23,2026-03-21,95951632.94000007,4716721,18460,59775660.00000002,100,5197.81,0.1,36175972.94000005,100,0,22099.44,36153873.50000005,96.15
CUST-0078,W.W. Grainger - Greenville,W.W. Grainger,6,branch,reseller,factory,construction,Northeast,NH,Manchester,A,3164297.33,REP-011,false,2023-09-22,true,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0105,Lowe's - Georgetown,Lowe's,14,branch,retail,retail,retail,South,VA,Greenville,A,1232745.91,REP-008,true,2020-03-17,true,true,false,2021-12-17,2026-03-15,134858847.84000006,6575026,20442,83111332.03000008,100,6597.15,0.1,51747515.80999999,100,1,14524.61,51732991.19999999,null
CUST-0118,Ace Hardware - Newport,Ace Hardware,8,branch,retail,retail,retail,Midwest,OH,Arlington,C,9040065.13,REP-020,true,2021-10-24,true,true,false,2021-12-17,2026-03-15,70282025.61000006,3375529,13452,43254001.459999986,100,5224.65,0.1,27028024.150000073,100,0,15027.67,27012996.48000007,null
CUST-0148,Caterpillar Inc. - Burlington Plant,Caterpillar Inc.,4,plant,end_consumer,OEM,heavy_equipment,Midwest,WI,Bristol,B,9954845.07,REP-014,true,2019-04-02,true,false,true,2021-12-10,2026-03-08,105654700.86000039,5123044,19747,65041057.95999998,100,5350.42,0.1,40613642.90000041,100,0,13065.83,40600577.07000041,null
CUST-0203,Howard Industrial,null,null,independent,end_consumer,factory,general_manufacturing,South,SC,Chester,A,7380013.74,REP-014,true,2021-05-15,false,false,true,2021-12-10,2026-03-08,66296582.59999983,3351818,13055,41225319.89000007,100,5078.25,0.1,25071262.709999762,100,1,8282.6,25062980.10999976,null
CUST-0276,Joyce Industrial,null,null,independent,end_consumer,contractor,construction,Midwest,MO,Manchester,A,11083670.93,REP-024,false,2019-05-06,false,false,true,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0278,Livingston Welding,null,null,independent,reseller,factory,construction,South,TX,Auburn,C,48326308.1,REP-019,true,2021-09-23,false,false,false,2021-12-23,2026-03-21,70723528.39000008,3323001,12603,43671685.18000002,100,5611.64,0.1,27051843.210000053,100,null,null,27051843.210000053,null
CUST-0282,Patterson Manufacturing,null,null,independent,end_consumer,factory,general_manufacturing,South,NC,Springfield,B,1911132.64,REP-022,true,2023-06-26,false,false,true,2021-12-10,2026-03-08,77198990.28999998,3473269,13172,47095095.22999997,100,5860.84,0.1,30103895.06000001,100,0,13979.71,30089915.35000001,null
CUST-0285,Simmons Machine Shop,null,null,independent,reseller,factory,automotive,West,CA,Oakland,A,18494848.41,REP-001,true,2023-03-27,false,false,false,2021-12-23,2026-03-21,60830305.95000002,2906104,11591,37735315.59,100,5248.06,0.1,23094990.360000014,100,1,13136.91,23081853.450000014,106.38
CUST-0300,Harrison Tool & Die,null,null,independent,end_consumer,OEM,automotive,Northeast,CT,Clinton,C,32809680.12,REP-020,true,2021-05-17,false,false,true,2021-12-10,2026-03-08,66037444.63999993,3142713,12810,40281249.39,100,5155.15,0.1,25756195.249999933,100,null,null,25756195.249999933,null
CUST-0314,Wellington Supply,null,null,independent,end_consumer,factory,general_manufacturing,Midwest,WI,Salem,B,4482832.71,REP-025,true,2020-05-29,false,false,true,2021-12-10,2026-03-08,68394235.12000006,3331039,13171,42143520.65999995,100,5192.79,0.1,26250714.460000113,100,0,14197.94,26236516.52000011,null
CUST-0322,Edwards Manufacturing,null,null,independent,reseller,factory,automotive,Northeast,NH,Riverside,C,16594007.97,REP-013,true,2018-03-08,false,false,false,2021-12-23,2026-03-21,76092600.04000005,3214420,11242,47117976.56999999,100,6768.6,0.1,28974623.47000006,100,0,4008.82,28970614.650000058,null
CUST-0337,Turner Machine Shop,null,null,independent,end_consumer,OEM,general_manufacturing,Northeast,MA,Oakland,C,469175.23,REP-011,true,2018-01-16,false,false,true,2021-12-10,2026-03-08,67030848.28,3176187,12839,40648427.02999989,100,5220.88,0.1,26382421.25000011,100,0,6502.75,26375918.50000011,116.28
CUST-0352,Jordan Fabrication,null,null,independent,reseller,contractor,automotive,West,CA,Riverside,B,87098539.98,REP-016,true,2022-08-20,false,false,false,2021-12-23,2026-03-21,66983463.60999999,3296367,12484,41016815.390000075,100,5365.54,0.1,25966648.219999917,100,null,null,25966648.219999917,null
CUST-0358,Price Machine Shop,null,null,independent,reseller,factory,food_processing,Northeast,PA,Fairview,C,389437.07,REP-023,true,2018-08-04,false,false,false,2021-12-23,2026-03-21,72843911.64999996,3439414,13078,44883345.81999991,100,5569.96,0.1,27960565.83000005,100,null,null,27960565.83000005,null
CUST-0365,Zane Fabrication,null,null,independent,reseller,factory,general_manufacturing,South,AL,Bristol,A,1207043,REP-023,true,2020-01-25,false,false,false,2021-12-23,2026-03-21,62297574.07000001,3078834,11847,38355767.37999998,100,5258.51,0.1,23941806.690000027,100,0,4446.75,23937359.940000027,null
CUST-0060,Motion Industries - Greenville,Motion Industries,9,branch,reseller,OEM,construction,Northeast,MA,Newport,C,19679677.42,REP-003,true,2021-02-07,true,false,false,2021-12-23,2026-03-21,68129602.38000004,3408356,12946,41597822.82999998,100,5262.6,0.1,26531779.550000057,100,1,18876.33,26512903.22000006,null
CUST-0071,Kimball Midwest - HQ,Kimball Midwest,3,headquarters,reseller,factory,general_manufacturing,Northeast,NJ,Franklin,B,4825296.04,REP-015,true,2022-01-07,true,false,false,2021-12-23,2026-03-21,57947273.94999995,3041432,11673,35335425.619999945,100,4964.21,0.1,22611848.330000006,100,0,9417.28,22602431.050000004,123.46
CUST-0087,The Home Depot - Springfield,The Home Depot,18,branch,retail,retail,retail,South,LA,Greenville,A,1012374.49,REP-012,true,2020-11-04,true,true,false,2021-12-17,2026-03-15,127572320.13000026,6284444,19822,78698295.44000007,100,6435.9,0.1,48874024.69000019,100,null,null,48874024.69000019,null
CUST-0090,The Home Depot - Clinton,The Home Depot,18,branch,retail,retail,retail,South,TN,Riverside,B,12650060.46,REP-012,false,2018-09-26,true,true,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0106,Lowe's - Fairview,Lowe's,14,branch,retail,retail,retail,West,CA,Salem,B,15895628.81,REP-015,true,2023-05-14,true,true,false,2021-12-17,2026-03-15,127825594.61999986,6293279,19556,78951737.27000013,100,6536.39,0.1,48873857.349999726,100,0,11429.59,48862427.75999972,103.09
CUST-0108,Lowe's - Fairview,Lowe's,14,branch,retail,retail,retail,Northeast,PA,Greenville,D,14233598.73,REP-024,true,2020-12-18,true,true,false,2021-12-17,2026-03-15,111348471.83999969,5808502,19132,67751323.83999997,100,5820.01,0.1,43597147.99999972,100,null,null,43597147.99999972,null
CUST-0121,True Value - Arlington,True Value,6,branch,retail,retail,retail,Northeast,NH,Fairview,A,3858202.89,REP-017,true,2022-12-18,true,true,false,2021-12-17,2026-03-15,68182512.75999999,2946085,11439,41325298.60999996,100,5960.53,0.1,26857214.15000003,100,1,24923.58,26832290.57000003,123.46
CUST-0133,Harbor Freight - Hudson,Harbor Freight,4,branch,retail,retail,retail,West,AZ,Arlington,C,5447171.24,REP-001,true,2019-05-26,true,true,false,2021-12-17,2026-03-15,57793953.170000106,2915747,12233,35608314.79999995,100,4724.43,0.1,22185638.370000154,100,0,4226.63,22181411.740000155,null
CUST-0143,The Boeing Company - Salem Plant,The Boeing Company,5,plant,end_consumer,factory,aerospace,Midwest,OH,Clinton,B,2437596.48,REP-022,true,2023-10-21,true,false,true,2021-12-10,2026-03-08,98437255.28000015,4745770,19217,61180209.81999997,100,5122.4,0.1,37257045.46000018,100,0,22625.37,37234420.09000018,null
CUST-0144,The Boeing Company - Riverside Plant,The Boeing Company,5,plant,end_consumer,OEM,aerospace,Midwest,IL,Hudson,C,96245633.2,REP-016,true,2024-06-11,true,false,true,2021-12-10,2026-03-08,106222358.05000019,4466885,18457,65501150.4799999,100,5755.13,0.1,40721207.57000029,100,0,19187.21,40702020.36000029,null
CUST-0147,Caterpillar Inc. - Fairview Plant,Caterpillar Inc.,4,plant,end_consumer,factory,heavy_equipment,Northeast,PA,Madison,C,10626259.34,REP-001,true,2023-04-28,true,false,true,2021-12-10,2026-03-08,110267374.41999954,5222320,20553,69124974.39,100,5365.03,0.1,41142400.02999954,100,null,null,41142400.02999954,null
CUST-0166,Emerson Electric - HQ,Emerson Electric,2,headquarters,end_consumer,OEM,energy,Midwest,OH,Lexington,C,2121878.36,REP-022,true,2021-09-23,true,false,true,2021-12-10,2026-03-08,50571233.98999998,2839745,11862,31264894.649999976,100,4263.3,0.1,19306339.340000004,100,1,6664.18,19299675.160000004,null
CUST-0197,Bennett Machine Shop,null,null,independent,reseller,contractor,food_processing,West,CO,Franklin,B,342517.11,REP-001,true,2019-05-23,false,false,false,2021-12-23,2026-03-21,58134984.280000076,2902476,11750,35797937.06000004,100,4947.66,0.1,22337047.220000036,100,null,null,22337047.220000036,null
CUST-0208,Morgan Supply,null,null,independent,end_consumer,contractor,automotive,West,WA,Manchester,D,65198472.6,REP-008,true,2018-11-15,false,false,true,2021-12-10,2026-03-08,59947392.579999864,3120791,13063,37100231.00999996,100,4589.1,0.1,22847161.569999903,100,null,null,22847161.569999903,null
CUST-0227,Irwin Welding,null,null,independent,reseller,factory,construction,Northeast,ME,Bristol,B,488065.01,REP-013,false,2021-03-24,false,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0297,Eastman Manufacturing,null,null,independent,end_consumer,contractor,construction,Midwest,IL,Lexington,A,6002323.18,REP-003,true,2020-05-30,false,false,true,2021-12-10,2026-03-08,66532407.20000001,3298066,13353,41091708.33000001,100,4982.58,0.1,25440698.869999997,100,null,null,25440698.869999997,null
CUST-0344,Bennett Tool & Die,null,null,independent,end_consumer,contractor,food_processing,South,SC,Chester,A,30371482.35,REP-014,true,2019-05-10,false,false,true,2021-12-10,2026-03-08,58825993.93999998,3272194,12791,36116691.679999985,100,4599.01,0.1,22709302.259999998,100,null,null,22709302.259999998,null
CUST-0357,Oliver Supply,null,null,independent,end_consumer,OEM,automotive,West,AZ,Manchester,C,4279426.91,REP-012,true,2021-03-01,false,false,true,2021-12-10,2026-03-08,55179653.77999997,2937653,12549,34140605.83999998,100,4397.14,0.1,21039047.93999999,100,0,3621.26,21035426.67999999,99.01
CUST-0370,Evans Machine Shop,null,null,independent,end_consumer,factory,construction,Northeast,CT,Manchester,A,4112516.18,REP-023,true,2023-06-26,false,false,true,2021-12-10,2026-03-08,67181778.44999984,3344574,12668,41024527.67000001,100,5303.27,0.1,26157250.77999983,100,0,17780.97,26139469.80999983,null
CUST-0031,MSC Industrial - Manchester,MSC Industrial,8,branch,reseller,contractor,general_manufacturing,West,AZ,Hudson,A,5383314.6,REP-015,true,2018-07-30,true,false,false,2021-12-23,2026-03-21,90969555.66999981,4571564,19001,56510293.66999985,100,4787.62,0.1,34459261.999999955,100,null,null,34459261.999999955,null
CUST-0055,Applied Industrial - Franklin,Applied Industrial,7,branch,reseller,OEM,construction,West,CO,Oakland,A,81996188.42,REP-005,false,2021-10-14,true,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CUST-0067,Lawson Products - HQ,Lawson Products,4,headquarters,reseller,OEM,general_manufacturing,South,AL,Milton,A,64423722.39,REP-014,true,2020-01-24,true,false,false,2021-12-23,2026-03-21,71729501.54000016,3446320,13605,43412274.39999998,100,5272.29,0.1,28317227.140000172,100,0,5575.16,28311651.98000017,null
CUST-0073,Kimball Midwest - Auburn,Kimball Midwest,3,branch,reseller,factory,energy,South,AL,Clinton,B,6881785.03,REP-024,true,2019-09-07,true,false,false,2021-12-23,2026-03-21,71181204.73999988,3332119,12461,44300157.720000096,100,5712.32,0.1,26881047.01999978,100,0,20381.91,26860665.10999978,null
CUST-0085,The Home Depot - Milton,The Home Depot,18,branch,retail,retail,retail,Northeast,NH,Bristol,B,4111684.84,REP-009,true,2018-02-24,true,true,false,2021-12-17,2026-03-15,128371670.99000043,6242806,18690,78639965.97999993,100,6868.47,0.1,49731705.0100005,100,0,13074.3,49718630.7100005,null
CUST-0095,The Home Depot - Auburn,The Home Depot,18,branch,retail,retail,retail,South,TN,Springfield,B,25925308.32,REP-022,true,2024-03-19,true,true,false,2021-12-17,2026-03-15,142429143.35999998,6673034,19221,89142852.72000001,100,7410.08,0.1,53286290.63999997,100,1,12781.46,53273509.17999997,null
CUST-0111,Lowe's - Arlington,Lowe's,14,branch,retail,retail,retail,South,SC,Georgetown,A,6373732.63,REP-006,true,2020-11-07,true,true,false,2021-12-17,2026-03-15,137645633.50999987,6543883,20449,84630547.27999999,100,6731.17,0.1,53015086.229999885,100,null,null,53015086.229999885,null
